874.394,4389.75,205.8823529412,120.24,4.5078125,4.5,0.826375,0.8291015625,1004.0664672852,0.4921875,1.1015625,99,0,0,12.185546875,17.2931878963,15,209.9954,0,207.59375,8223.54,14.256,102,0,-0.78125,207.7874,0,14,13.56875,18,12,95.0192307692,105,112,12,12.1,12.1
874.425,4400,204.7058823529,119.9512,4.5078125,4.5,0.8251875,0.8291015625,1002.31640625,0.4921875,1.1015625,99,0,0,12.185546875,17.2808147869,15,209.89,0,209.53125,8213,14.6,102,0,-0.78125,207.78,0,14,13.56875,18,12,96,105,112,12,12.038,12.038
874.456,4403.39,205.1294117647,119.48,4.5078125,4.5,0.82325,0.8291015625,1002.0856054688,0.4921875,1.1015625,99,0,0,12.185546875,17.2030409568,14.6,209.97,0,207.25,8247,14.524,102.38,0,-0.78125,207.91,0,14,13.56875,18,12,95.7755102041,105,112,12,11.976,11.976
874.487,4428.25,208.2352941176,122.38,4.5390625,5,0.82425,0.8275224402,1000.3930664063,0.4921875,1.0794547872,99,0,0,12.164453125,17.2463114877,14.6,209.97,0,206.8675,8255.16,14.4,103,0,-0.78125,207.9556,0,14,13.56875,18,12,95,105,112,12,11.9,11.9
874.515,4432.6,207.1764705882,122.2504,4.541875,5,0.82443,0.8251953125,1000.1549377441,0.4921875,1.046875,99,0,0,12.126953125,17.3232368761,14.6,209.97,0,205.65625,8281,14.2,103,0,-0.78125,208.29,0,14,13.56875,18,12,95,105,112,12,11.879,11.879
874.545,4442.75,204.7058823529,121.66,4.5546875,5,0.82525,0.8251953125,999.5993041992,0.4921875,1.046875,99,0,0,12.126953125,17.3082123862,14.6,209.982,0,206.74375,8281,14.232,103,0,-0.78125,208.332,0,14,13.7175,18,12,95,105,112,12,11.849,11.849
874.575,4454.75,204.7058823529,121.1204,4.56359375,5,0.823445,0.8245442708,998.9136352539,0.4921875,1.046875,99,0,0,12.1200597426,17.3117475603,14.6,210,0,208.375,8281,14.4,103,0,-0.78125,208.44,0,14,14.1,18,12,95,105,112,12,11.8,11.8
874.606,4456.4336734694,204.849939976,120.24,4.578125,5,0.8205,0.8212890625,999.3257122429,0.4921875,1.046875,99,0,0,12.068359375,17.338261366,14.8,210.08,0,205.34375,8316,14.4,103.38,0,-0.78125,208.65,0,14,14.1,18,12,95,105,112,12,11.8242424242,11.8242424242
874.637,4468.5,205.8823529412,120.95,4.5859375,5,0.819,0.8212890625,1002.2789306641,0.4921875,1.046875,99,0,0,12.068359375,17.327619019,14.848,210.0224,0,206.14625,8307.6,14.4,104,0,-0.78125,208.6656,0,14,14.1,18,12,95,105,112,12,11.8868686869,11.8868686869
874.667,4475.5588235294,205.0519031142,121.1062,4.59109375,5,0.8184225,0.8212890625,1001.6662813074,0.4921875,1.046875,99,0,0,12.068359375,17.3082123862,15,209.84,0,208.6875,8281,14.6,104,0,-0.78125,208.78,0,14,14.1,18,12,95,105,112,12,11.9474747475,11.9474747475
874.693,4488.5,203.5294117647,121.66,4.609375,5,0.816375,0.81640625,1000.5430908203,0.4921875,1.046875,99,0,0,12.0009765625,17.3532858559,15,209.7356,0,207.9225,8281,14.6222222222,104,0,-0.78125,208.8482352941,0,14.1111111111,14.1,18,12,95,105,112,12,12,12
874.725,4502.25,208.2352941176,121.9336,4.61828125,5,0.81666,0.81640625,1001.4235229492,0.4921875,1.046875,99,0,0,12.0009765625,17.3553892845,15,209.55,0,206.5625,8281,14.8,104,0,-0.78125,209.07,0,15,14.1,18,12,95,105,112,12,11.936,11.936
874.756,4504.56,207.7411764706,122.38,4.6328125,5,0.817125,0.81640625,1001.4486535645,0.4921875,1.046875,99,0,0,12.0009765625,17.3683103459,15,209.84,0,208.53125,8298,14.7347826087,104.3260869565,0,-0.78125,209.28,0,15,14.1,18,12,95,105,112,12,11.874,11.874
874.787,4518.75,204.7058823529,123.1,4.65625,5,0.819375,0.8148271277,1001.6030273438,0.4921875,1.046875,99,0,0,11.9760550705,17.4074918588,14.9510204082,209.8669387755,0,208.0108418367,8298,14.6,105,0,-0.78125,209.3436,0,15,14.115,18,12,95,105,112,12,11.8,11.8
874.815,4527.7696078431,205.4440599769,123.2175510204,4.6613520408,5,0.8194566327,0.8125,1000.7135320925,0.4921875,1.046875,99,0,0,11.9340820313,17.4734817753,14.8,209.95,0,206.40625,8298,14.6,105,0,-0.78125,209.81,0,15,14.225,18,12,95,105,112,12,11.7782178218,11.7782178218
874.845,4547.5,207.0588235294,123.82,4.6875,5,0.819875,0.8125,998.7677612305,0.4921875,1.046875,99,0,0,11.9340820313,17.4734817753,14.8,210.0405882353,0,207.8474264706,8312.4117647059,14.6,105.14,0,-0.78125,209.8644444444,0,15,14.225,18,12,95,105,112,12,11.7485148515,11.7485148515
874.875,4551.75,204.7058823529,123.82,4.6904105392,5,0.8196887255,0.8117028061,998.7263793945,0.4921875,1.046875,99,0,0,11.926171875,17.4879052856,14.8,210.17,0,209.90625,8333,14.6,106,0,-0.78125,210.02,0,15,14.225,18,12,95,105,112,12,11.7,11.7
874.907,4553.99,204.7058823529,123.82,4.6953125,5,0.819375,0.8076171875,998.5704260254,0.4921875,1.046875,99,0,0,11.8681640625,17.5936776946,14.8,210.67,0,205.78125,8350,14.6,106,0,-0.78125,210.12,0,15,14.225,17.612244898,12,95,105,112,12,11.7,11.7
874.937,4567.75,204.7058823529,123.82,4.7109375,5,0.819875,0.8076171875,997.6124267578,0.4921875,1.046875,99,0,0,11.8681640625,17.6044953274,14.8,210.7156,0,206.38875,8354.32,14.6,106,0,-0.78125,210.1392,0,15,14.225,17,12,95,105,112,12,11.7,11.7
874.967,4574.04,205.5058823529,124.139,4.7178125,5,0.820315,0.8076171875,997.1094824219,0.4921875,1.046875,99,0,0,11.8681640625,17.6237266745,14.8,210.86,0,208.3125,8368,14.6,106,0,-0.78125,210.28,0,15,14.225,17,12,95,105,112,12,11.7,11.7
874.994,4586.25,207.0588235294,125.27,4.7421875,5,0.821875,0.8037109375,996.1331787109,0.4921875,0.9765625,99,0,0,11.8032226563,17.7439225938,14.876,210.9132,0,208.33625,8361.16,14.6,106,0,-0.78125,210.3294,0,15,14.225,17,12,95,105,112,12,11.7,11.7
875.025,4599.5,204.7058823529,124.9926,4.74515625,5,0.8208775,0.8037109375,997.1305541992,0.4921875,0.9765625,99,0,0,11.8032226563,17.7367108387,15,211,0,208.375,8350,14.6,106,0,-0.78125,210.47,0,15,14.225,17,12,95,105,112,12,11.731,11.731
875.056,4601.69,204.8470588235,124.54,4.75,5,0.81925,0.8037109375,997.3803466797,0.4921875,0.9765625,99,0,0,11.8032226563,17.6838246342,14.8,211.29,0,206.5625,8350,14.676,106.38,0,-0.78125,210.78,0,15,14.81875,17,12,95,105,112,12,11.762,11.762
875.087,4617.75,205.8823529412,125.27,4.7734375,5,0.819125,0.8012695313,999.2121582031,0.4986979167,0.9765625,99,0,0,11.7766796875,17.7216863487,14.848,211.3284,0,207.3125,8350,14.8,107,0,-0.78125,210.8112,0,15,14.81875,17,12,95,105,112,12,11.8,11.8
875.115,4622.3418367347,206.962785114,125.5116326531,4.7759885204,5,0.8188392857,0.7978515625,999.1493978695,0.5078125,0.9765625,99,0,0,11.7294921875,17.7889960636,15,211.45,0,209.6875,8350,14.8,107,0,-0.78125,211.04,0,15,14.81875,17,12,95,105,112,12,11.7575757576,11.7575757576
875.144,4632.75,209.4117647059,126.75,4.7890625,5,0.817375,0.7978515625,999.0071411133,0.5078125,0.9765625,99,0,0,11.7294921875,17.7889960636,15,211.564,0,210.008125,8363.3,14.8,107,0,-0.78125,211.0816,0,15,14.81875,17,12,95,105,112,12,11.698989899,11.698989899
875.175,4650.25,207.0588235294,126.310625,4.7960205078,5,0.8175234375,0.7972619399,998.745300293,0.5184257075,0.9765625,99,0,0,11.7209472656,17.807198811,15,211.75,0,210.53125,8385,14.8,107,0,-0.78125,211.2,0,15,14.81875,17,12,95,105,112,12,11.6,11.6
875.220,4657.3529411765,206.5743944637,125.27,4.8125,5,0.817875,0.7939453125,998.3899069393,0.578125,0.9765625,99,0,0,11.666015625,17.9242164729,15,211.82,0,207.84375,8403,15,108,0,-0.78125,211.38,0,15,14.81875,17,12,95,105,112,12,11.6,11.6
875.250,4667.5,205.8823529412,128.33,4.8359375,5,0.821875,0.7939453125,997.8822021484,0.578125,0.9765625,99,0,0,11.666015625,17.9843144325,15.2,211.82,0,208.90625,8403,15,108,0,-0.78125,211.4332,0,15,14.81875,17,12,95,105,112,12,11.6,11.6
875.281,4682.5,208.2352941176,126.75,4.8515625,5,0.821875,0.7936544215,998.7440185547,0.5804521277,0.9765625,99,0,0,11.6636508119,17.9766548886,15.2,211.8323529412,0,209.2236519608,8403,15,108,0,-0.78125,211.52,0,15,14.81875,17,12,95,105,112,12,11.6,11.6
875.314,4687.3,208.9411764706,126.75,4.8565625,5,0.821035,0.79296875,998.3809204102,0.5859375,0.9765625,99,0,0,11.6567382813,17.9542654527,15.2,211.91,0,211.21875,8403,15,109,0,-0.78125,211.59,0,16,14.88125,17,12,95,105,112,12,11.54,11.54
875.344,4698.5,210.5882352941,126.75,4.8828125,5,0.816625,0.79296875,997.5336914063,0.5859375,0.9765625,99,0,0,11.6567382813,17.8040205535,15.2,211.9594,0,211.74125,8403,15,109,0,-0.78125,211.6498,0,16,14.88125,17,12,95,105,112,12,11.45,11.45
875.375,4719,210.5882352941,126.75,4.89171875,5,0.815675,0.79296875,998.1135864258,0.5859375,0.9765625,99,0,0,11.6567382813,17.8040205535,15.2,212.04,0,212.59375,8403,15,109,0,-0.78125,211.82,0,16,14.88125,17,12,95,105,112,12,11.3,11.3
875.406,4720.2696078431,210.2652825836,126.75,4.90625,5,0.814125,0.79296875,997.8889722637,0.5859375,0.9765625,99,0,0,11.6567382813,17.8040205535,15.2,212.1,0,211.375,8421,15,109,0,-0.78125,211.96,0,16,14.88125,17,12,95,105,112,12,11.324,11.3242424242
875.437,4728.25,208.2352941176,129.13,4.921875,5,0.815625,0.79296875,996.4771118164,0.5859375,0.9765625,99,0,0,11.6567382813,17.786892635,15.2,212.136,0,210.985,8416.68,15,109,0,-0.78125,211.9876,0,16,14.88125,17,12,95,105,112,12,11.386,11.3868686869
875.467,4731.5459183674,207.8271308523,129.13,4.9234693878,5,0.8156505102,0.79296875,996.6713119818,0.5859375,0.9765625,99,0,0,11.6567382813,17.7589470837,15.2,212.25,0,209.75,8403,15,110,0,-0.78125,212.19,0,16,14.88125,17,12,95,105,112,12,11.446,11.4474747475
875.493,4737.75,207.0588235294,129.13,4.9296875,5,0.81575,0.79296875,997.0368652344,0.5859375,0.890625,99,0,0,11.6567382813,17.8040205535,15.2,212.2608,0,209.345,8409.48,15.024,110,0,-0.78125,212.2452,0,16,14.88125,17,12,95,105,112,12,11.5,11.5
875.525,4753.75,207.0588235294,128.2256,4.935625,5,0.8148475,0.79296875,995.5601196289,0.5859375,0.890625,99,0,0,11.6567382813,17.7935034106,15.2,212.28,0,208.625,8421,15.2,110,0,-0.78125,212.42,0,16,14.88125,17,12,95,105,112,12,11.531,11.5316831683
875.556,4756.4744897959,206.9147659064,126.75,4.9453125,5,0.813375,0.79296875,995.7786728217,0.5859375,0.890625,99,0,0,11.6567382813,17.7288981039,15.2,212.33,0,208.25,8421,15.124,110,0,-0.78125,213,0,16,15.6625,17,12,95,105,112,12,11.562,11.5623762376
875.587,4776,205.8823529412,129.13,4.9765625,5,0.811375,0.79296875,997.3449707031,0.5859375,0.890625,99,0,0,11.6567382813,17.7403167162,15.2,212.4141176471,0,208.25,8425.3333333333,15,110,0,-0.78125,213.0276,0,16,15.6625,17,12,95,105,112,12,11.6,11.6
875.615,4779.137254902,206.2514417532,129.13,4.97796875,5,0.8115325,0.79296875,997.1746467142,0.5859375,0.890625,99,0,0,11.6567382813,17.7589470837,15.2,212.66,0,208.25,8438,15,111,0,-0.78125,213.23,0,16,15.6625,17,12,95,105,112,12,11.558,11.558
875.644,4786,207.0588235294,129.13,4.984375,5,0.81225,0.79296875,996.8020629883,0.5859375,0.890625,99,0,0,11.6567382813,17.7517130701,15.2,212.698,0,208.41625,8438,15,111,0,-0.78125,213.282,0,16,15.6625,17,12,95,105,112,12,11.5,11.5
875.672,4792.6,207.0588235294,128.874,4.989375,5,0.81177,0.79296875,996.3615527344,0.5859375,0.890625,99,0,0,11.6567382813,17.7439225938,15.2,212.76,0,208.6875,8438,15,111,0,-0.78125,213.43,0,16,15.6625,17,12,95,105,112,12,11.4,11.4
875.700,4801,207.0588235294,128.33,5,5,0.81075,0.79296875,995.8009033203,0.5859375,0.890625,99,0,0,11.6567382813,17.6988491241,15.2,212.68,0,208.78125,8456,15,111,0,-0.78125,213.5516,0,16,15.6625,17,12,95,105,112,12,11.4,11.4
875.731,4824.5,207.0588235294,129.93,5.03125,5.5,0.809875,0.79296875,995.56640625,0.5859375,0.890625,99,0,0,11.6567382813,17.6988491241,15.2,212.7,0,208.7886029412,8460.2352941177,15,111,0,-0.78125,213.75,0,16,15.6625,17,12,95,105,112,12,11.4,11.4
875.770,4828.49,207.0588235294,130.3836,5.0378125,5.5,0.81103,0.79296875,995.360892334,0.5859375,0.890625,99,0,0,11.6567382813,17.6988491241,15.2,212.85,0,208.84375,8492,15.4,112,0,-0.78125,214.06,0,16,15.6625,17,12,95,105,112,12,11.4,11.4
875.799,4834,207.0588235294,131.55,5.0546875,5.5,0.814,0.79296875,995.0770874023,0.5859375,0.890625,99,0,0,11.6567382813,17.8190450434,15.2,212.9485714286,0,209.0637755102,8492,15.4,112,0,-0.78125,214.1824,0,16,15.6625,17,12,95,105,112,12,11.4118811881,11.4118811881
875.825,4854.75,207.0588235294,131.2384,5.06359375,5.5,0.81381,0.79296875,994.0302124023,0.5859375,0.890625,99,0,0,11.6567382813,17.807359329,15.2,213.06,0,209.3125,8492,15.4,112,0,-0.78125,214.4,0,16,15.6625,17,12,95,105,112,12,11.4633663366,11.4633663366
875.856,4856.4656862745,207.2202998847,130.73,5.078125,5.5,0.8135,0.79296875,994.0817165001,0.5859375,0.890625,99,0,0,11.6567382813,17.7288981039,15.2,213.35,0,209.75,8492,15.3254901961,112.3725490196,0,-0.78125,214.5323529412,0,16,15.6625,17,12,95,105,112,12,11.5247524752,11.5247524752
875.882,4867.25,208.2352941176,129.93,5.09375,5.5,0.81075,0.79296875,994.405456543,0.5859375,0.890625,99,0,0,11.6567382813,17.7225047039,15.2,213.3402,0,209.9775,8492,15.2,113,0,-0.78125,214.67,0,16,15.6625,17,12,95,105,112,12,11.6,11.6
875.915,4871.6,208.9411764706,130.1944897959,5.0963010204,5.5,0.8104846939,0.79296875,993.96640625,0.5859375,0.890625,99,0,0,11.6567382813,17.6988491241,15.2,213.28,0,211.375,8492,15.4,113,0,-0.78125,214.72,0,17,15.6625,17,12,95,105,112,12,11.6,11.6
875.945,4881.75,210.5882352941,131.55,5.109375,5.5,0.809125,0.79296875,992.9419555664,0.5859375,0.890625,99,0,0,11.6567382813,17.6838246342,15.2,213.308,0,212.35,8492,15.4,113,0,-0.78125,214.804,0,17,15.6625,17,12,95,105,112,12,11.6,11.6
875.975,4897.25,211.7647058824,131.2445098039,5.1151960784,5.5,0.8086593137,0.79296875,993.4474487305,0.5859375,0.876662234,99,0,0,11.6567382813,17.6748099402,15.2,213.35,0,213.8125,8492,15.4,113,0,-0.78125,215.02,0,17,15.6625,17,12,95,105,112,12,11.6,11.6
876.007,4898.3518518519,211.6122004357,130.73,5.125,5.5,0.807875,0.79296875,993.2631157769,0.5859375,0.796875,99,0,0,11.6567382813,17.6087021846,15.2,213.38,0,213.1875,8492,15.4,113,0,-0.78125,215.18,0,17,15.6625,17,12,95,105,112,12,11.587,11.587
876.038,4905.75,210.5882352941,130.73,5.140625,5.5,0.803,0.79296875,992.0254516602,0.5859375,0.796875,99,0,0,11.6567382813,17.5687370414,15.148,213.3254,0,212.65125,8492,15.4,113,0,-0.78125,215.278,0,17,15.780625,17,12,95,105,112,12,11.556,11.556
876.068,4911.7608695652,209.8721227621,130.9268,5.144375,5.5,0.80312,0.79296875,992.5500541355,0.5859375,0.796875,99,0,0,11.6567382813,17.5035307551,15,213.17,0,211.125,8492,15.4,113,0,-0.78125,215.88,0,17,16.50625,17,12,95,105,112,12,11.526,11.526
876.094,4925.5,208.2352941176,131.55,5.15625,5.5,0.8035,0.79296875,993.7491455078,0.5859375,0.796875,99,0,0,11.6567382813,17.6087021846,15,213.3714,0,210.57875,8498.84,15.372,113.14,0,-0.78125,215.9424,0,17,16.50625,17,12,95,105,112,12,11.5,11.5
876.125,4946.5,208.2352941176,131.55,5.168125,5.5,0.80312,0.79296875,992.5237426758,0.5859375,0.796875,99,0,0,11.6567382813,17.5996874906,15,213.7,0,209.6875,8510,15.2,114,0,-0.78125,216.12,0,17,16.50625,17,12,95,105,112,12,11.469,11.469
876.156,4947.37,208.5176470588,131.55,5.1875,5.5,0.8025,0.79296875,992.4070458984,0.5859375,0.796875,99,0,0,11.6567382813,17.533579735,15,214.16,0,210.96875,8528,15.2,114,0,-0.78125,216.34,0,17,16.50625,17,12,95,105,112,12,11.438,11.438
876.187,4953.75,210.5882352941,133.17,5.1953125,5.5,0.80725,0.79296875,991.5512695313,0.5859375,0.796875,99,0,0,11.6567382813,17.593076715,15,214.2104,0,211.57625,8532.56,15.2,114,0,-0.78125,216.3670588235,0,17,16.50625,17,12,95,105,112,12,11.4,11.4
876.215,4958.1944444444,210.5882352941,133.3284,5.198125,5.5,0.807655,0.79296875,991.2555711534,0.5859375,0.796875,99,0,0,11.6567382813,17.6988491241,15,214.37,0,213.5,8547,15.4,115,0,-0.78125,216.57,0,17,16.50625,17,12,95,105,112,12,11.442,11.442
876.244,4969.75,210.5882352941,134.05,5.2109375,5.5,0.8095,0.79296875,990.4867553711,0.5859375,0.796875,99,0,0,11.6567382813,17.7288981039,15,214.4194,0,212.71625,8547,15.4,115,0,-0.78125,216.6042857143,0,17,16.50625,17,12,95,105,112,12,11.5,11.5
876.275,4988.5,208.2352941176,134.05,5.21984375,5.5,0.8087875,0.79296875,988.9338989258,0.5859375,0.796875,99,0,0,11.6567382813,17.7165249946,15,214.5,0,211.4375,8547,15.4,115,0,-0.78125,216.71,0,17,16.50625,17,12,95,105,112,12,11.6,11.6
876.306,4989.46,208.3764705882,134.05,5.234375,5.5,0.807625,0.79296875,988.7973828125,0.5859375,0.796875,99,0,0,11.6567382813,17.6387511644,14.8,214.8,0,210.15625,8547,15.4,115,0,-0.78125,216.94,0,17,16.50625,17,12,95,105,112,12,11.576,11.576
876.338,4996.5,209.4117647059,134.95,5.2578125,5.5,0.810125,0.79296875,987.7962646484,0.5859375,0.796875,99,0,0,11.6567382813,17.6737061001,14.8,214.9326,0,210.90375,8556.36,15.4,115,0,-0.78125,216.9647058824,0,17,16.50625,17,12,95,105,112,12,11.512,11.512
876.367,5007.295,209.8117647059,134.752,5.2646875,5.5,0.8105375,0.79296875,983.3091320801,0.5859375,0.796875,99,0,0,11.6567382813,17.7288981039,14.8,215.31,0,213.03125,8583,15.6,116,0,-0.78125,217.12,0,17,16.50625,17,12,95,105,112,12,11.454,11.454
876.394,5028.25,210.5882352941,134.05,5.2890625,5.5,0.812,0.79296875,974.598815918,0.5859375,0.796875,99,0,0,11.6567382813,17.713873614,14.8,215.3214,0,212.686875,8583,15.576,116,0,-0.78125,217.173877551,0,17,16.50625,17,12,95,105,112,12,11.4,11.4
876.425,5035,208.2352941176,134.392,5.29203125,5.5,0.8110975,0.79296875,975.2196655273,0.5859375,0.796875,99,0,0,11.6567382813,17.7084647976,14.8,215.34,0,212.125,8583,15.4,116,0,-0.78125,217.34,0,17,16.50625,17,12,95,105,112,12,11.4,11.4
876.456,5035.06,208.8,134.95,5.296875,5.5,0.809625,0.79296875,975.0441845703,0.5859375,0.796875,99,0,0,11.6567382813,17.6688001442,14.8,215.39,0,211.90625,8602,15.4,116.3673469388,0,-0.78125,217.26,0,17,16.50625,17,12,94.76,105,112,12,11.4,11.4
876.487,5035.5,212.9411764706,135.85,5.296875,5.5,0.812375,0.79296875,973.7573242188,0.5859375,0.7610677083,99,0,0,11.6567382813,17.7012530425,14.8,215.4812,0,212.52875,8597.44,15.4,117,0,-0.78125,217.2917647059,0,17,16.50625,17,12,94,105,112,12,11.4,11.4
876.515,5043.825,212.5882352941,135.3770588235,5.3037683824,5.5,0.8114044118,0.79296875,973.1289611816,0.5859375,0.7109375,99,0,0,11.6567382813,17.7589470837,14.8,215.77,0,214.5,8583,15.6,117,0,-0.78125,217.53,0,18,16.50625,17,12,94,105,112,12,11.421,11.421
876.544,5063.25,211.7647058824,133.17,5.3359375,5.5,0.806875,0.79296875,971.6627807617,0.5859375,0.7109375,99,0,0,11.6567382813,17.6087021846,14.8775510204,215.8436734694,0,213.2276785714,8590.3673469388,15.628,117,0,-0.78125,217.7136734694,0,18,16.6975765306,17,12,94,105,112,12,11.45,11.45
876.574,5068.89,211.2,134.4120408163,5.3413584184,5.5,0.8070484694,0.79296875,971.8644018555,0.5859375,0.7109375,99,0,0,11.6567382813,17.6133015182,15,215.96,0,211.21875,8602,15.8,117,0,-0.78125,218.28,0,18,17.2875,17,12,94,105,112,12,11.5,11.5
876.600,5075,210.5882352941,136.75,5.3515625,5.5,0.807375,0.79296875,972.082824707,0.5859375,0.7109375,99,0,0,11.6567382813,17.6537756543,14.8,216.28,0,216.5625,8620,15.7490196078,117.2549019608,0,-0.78125,218.4054,0,18,17.2875,17,12,94,105,112,12,11.5,11.5
876.631,5084,212.9411764706,136.75,5.3515625,5.5,0.81,0.79296875,971.5635375977,0.5859375,0.7109375,99,0,0,11.6567382813,17.6615883891,14.7755102041,216.3155102041,0,216.1224489796,8617.7959183674,15.6,118,0,-0.78125,218.61,0,18,17.2875,17,12,94,105,112,12,11.5,11.5
876.667,5092.5714285714,212.1728691477,136.75,5.36015625,5.5,0.8089,0.79296875,971.186803701,0.5859375,0.7109375,99,0,0,11.6567382813,17.6838246342,14.6,216.57,0,212.96875,8602,15.6,118,0,-0.78125,218.59,0,18,17.2875,17,12,94,105,112,12,11.5,11.5
876.693,5110.25,210.5882352941,136.75,5.390625,5.5,0.805,0.79296875,970.4097900391,0.5859375,0.7109375,99,0,0,11.6567382813,17.6387511644,14.6745098039,216.57,0,214.0514705882,8622.862745098,15.624,118,0,-0.78125,218.4205882353,0,18,17.2875,17,12,94,105,112,12,11.5,11.5
876.725,5128,211.7647058824,137.0958,5.3965625,5.5,0.80557,0.79296875,969.3924560547,0.5859375,0.7109375,99,0,0,11.6567382813,17.640854593,14.8,216.57,0,215.875,8658,15.8,118,0,-0.78125,217.87,0,18,17.2875,17,12,94,105,112,12,11.5,11.5
876.756,5128.7040816327,211.7647058824,137.66,5.40625,5.5,0.8065,0.79296875,969.1653903261,0.5859375,0.7109375,99,0,0,11.6567382813,17.6537756543,14.6,216.3,0,211.65625,8583,15.8,118.3725490196,0,-0.78125,217.53,0,18,17.2875,17,12,94,105,112,12,11.5,11.5
876.788,5133.75,211.7647058824,137.66,5.421875,5.5,0.8055,0.79296875,967.5380859375,0.5859375,0.7076130319,99,0,0,11.6567382813,17.6478836975,14.6,216.2376,0,212.135625,8592.62,15.8,119,0,-0.78125,217.4852,0,18,17.2875,17,12,94,105,112,12,11.5,11.5
876.815,5138.1421568627,211.0265282584,137.4962,5.4246875,5.5,0.8052525,0.79296875,967.7063993566,0.5859375,0.703125,99,0,0,11.6567382813,17.6387511644,14.6,216.06,0,213.5,8620,15.6,119,0,-0.78125,217.21,0,18,17.2875,17,12,94,104.58,112,12,11.5424242424,11.5424242424
876.844,5147.75,209.4117647059,136.75,5.4375,5.5,0.804125,0.79296875,968.0745849609,0.5859375,0.703125,99,0,0,11.6567382813,17.5486042249,14.676,215.9156,0,212.85875,8605.94,15.628,119,0,-0.78125,217.1266037736,0,18,17.2875,17,12,94,104,112,12,11.601010101,11.601010101
876.875,5169.75,211.7647058824,137.0958,5.44640625,5.5,0.80327,0.79296875,966.3854370117,0.5859375,0.703125,99,0,0,11.6567382813,17.5486042249,14.8,215.68,0,211.8125,8583,15.8,119,0,-0.78125,216.87,0,18,17.2875,17,12,94,104,112,12,11.7,11.7
876.906,5169.9558823529,211.4417531719,137.66,5.4609375,5.5,0.801875,0.79296875,966.268840715,0.5859375,0.703125,99,0,0,11.6567382813,17.5486042249,14.6,215.77,0,212.59375,8639,15.8,119.38,0,-0.78125,216.54,0,18,17.2875,17,12,94,104,112,12,11.6871287129,11.6871287129
876.937,5171.25,209.4117647059,138.58,5.46875,5.5,0.80725,0.79296875,965.535949707,0.5859375,0.703125,99,0,0,11.6567382813,17.5765910198,14.6509803922,215.6731372549,0,213.0955882353,8634.1568627451,15.8,120,0,-0.78125,216.5258823529,0,18,17.2875,17,12,94,104,112,12,11.6564356436,11.6564356436
876.967,5179.07,210.2117647059,138.58,5.47390625,5.5,0.8060125,0.79296875,965.309732666,0.5859375,0.703125,99,0,0,11.6567382813,17.6237266745,14.8,215.39,0,214.5625,8620,16,120,0,-0.78125,216.42,0,18,17.2875,17,12,94,104,112,12,11.6267326733,11.6267326733
876.994,5194.25,211.7647058824,138.58,5.4921875,5.5,0.801625,0.79296875,964.8706054688,0.5859375,0.609375,99,0,0,11.6567382813,17.5035307551,14.8,215.2152,0,213.410625,8627.22,16,120.14,0,-0.78125,216.3528,0,18,17.2875,17,12,94,104,112,12,11.6,11.6
877.025,5205.75,211.7647058824,138.237254902,5.4980085784,5.5,0.801252451,0.79296875,964.2906494141,0.5859375,0.609375,99,0,0,11.6567382813,17.5053704886,14.8,214.93,0,211.53125,8639,16,121,0,-0.78125,216.14,0,18,17.2875,17,12,94,104,112,12,11.5686868687,11.5686868687
877.057,5206.975,211.2705882353,137.66,5.5078125,5.5,0.800625,0.79296875,964.3231628418,0.5859375,0.609375,99,0,0,11.6567382813,17.518555245,14.6,214.78,0,212.125,8676,16,121,0,-0.78125,215.97,0,18,18.1,17,12,94,104,112,12,11.5363636364,11.5363636364
877.087,5214.5,208.2352941176,139.49,5.53125,5.5,0.799875,0.79296875,964.5228881836,0.576171875,0.609375,99,0,0,11.6567382813,17.5014273265,14.6,214.8387755102,0,212.2933673469,8671.5918367347,16,121,0,-0.78125,215.9316,0,18,18.1,17,12,94,104,112,12,11.5,11.5
877.115,5221.2346938776,208.5954381753,139.3262,5.5340625,5.5,0.8001,0.79296875,964.3117189991,0.5625,0.609375,99,0,0,11.6567382813,17.4734817753,14.6,215.02,0,212.8125,8658,16.1037037037,121,0,-0.78125,215.65,0,18,18.1,17,12,94,104,112,12,11.5,11.5
877.141,5236.5,209.4117647059,138.58,5.546875,5.5,0.801125,0.79296875,963.8330688477,0.5548349057,0.609375,99,0,0,11.6567382813,17.4938090264,14.6,214.84,0,211.96875,8658,16.2,121,0,-0.78125,215.492,0,18,18.1,17,12,94,104,112,12,11.5,11.5
877.168,5242.181372549,209.8500576701,138.7984,5.5525,5.5,0.801035,0.79296875,963.5589551739,0.546875,0.609375,99,0,0,11.6567382813,17.518555245,14.6,214.48,0,210.28125,8658,16,122,0,-0.78125,214.86,0,18,18.1,17,12,94,104,112,12,11.5,11.5
877.194,5251.75,210.5882352941,139.49,5.5703125,5.5,0.80075,0.79296875,963.0972900391,0.5234375,0.609375,99,0,0,11.6567382813,17.4284083055,14.6,214.2672,0,210.079375,8650.78,16.056,122,0,-0.78125,214.7196,0,18.14,18.1,17,12,94,104,112,12,11.5,11.5
877.225,5257.5,208.2352941176,139.1442,5.57328125,5.5,0.7992775,0.79296875,962.910949707,0.5219350962,0.609375,99,0,0,11.6567382813,17.424802428,14.6,213.92,0,209.75,8639,16.4,122,0,-0.78125,214.32,0,19,18.1,17,12,94,104,112,12,11.531,11.531
